continent,education_of_employee,has_job_experience,requires_job_training,no_of_employees,region_of_employment,prevailing_wage,unit_of_wage,full_time_position,case_status,company_age
North America,Master's,N,N,1550,Northeast,198.4095,Hour,Y,1,14
Asia,Bachelor's,N,N,361,Midwest,114938.68,Year,Y,0,14
Asia,Master's,N,N,721,Northeast,51977.97,Year,Y,1,26
Europe,Bachelor's,N,N,888,West,66923.13,Year,Y,0,23
Asia,Bachelor's,Y,N,3345,West,22495.2,Year,Y,0,54
Asia,Master's,Y,N,392,Midwest,118752.61,Year,Y,0,12
Asia,Bachelor's,Y,N,2249,Northeast,49179.36,Year,Y,1,21
Asia,Master's,N,N,3934,South,90316.65,Year,Y,1,25
Africa,Master's,Y,N,2598,Northeast,72140.61,Year,Y,0,138
Asia,Master's,Y,N,930,Northeast,20537.96,Year,Y,1,68
Asia,Bachelor's,N,N,3219,West,314156.06,Year,Y,0,34
Asia,Master's,Y,N,5369,Northeast,43615.1,Year,Y,0,14
Asia,Master's,Y,N,270,South,92599.64,Year,Y,0,172
Asia,Master's,Y,N,2643,Northeast,132713.25,Year,Y,0,26
Europe,Master's,N,N,3619,South,121415.9,Year,Y,1,26
Asia,Bachelor's,N,Y,1779,West,54092.58,Year,Y,0,16
Asia,Master's,Y,N,1602,Northeast,162410.95,Year,N,0,107
Europe,Doctorate,N,N,3009,Northeast,10291.85,Year,Y,0,24
Asia,Master's,Y,N,2169,South,82194.5,Year,Y,0,17
South America,Bachelor's,N,N,1353,South,63254.31,Year,Y,1,62
Asia,Bachelor's,N,N,3140,Northeast,21545.37,Year,Y,1,35
Asia,Bachelor's,Y,Y,3862,South,82472.68,Year,Y,0,43
Asia,Master's,Y,N,19423,West,122018.0,Year,Y,0,42
North America,Master's,N,N,196,Northeast,78957.67,Year,Y,1,24
Asia,Master's,N,N,40,West,95367.11,Year,N,0,13
South America,Bachelor's,N,N,2512,Midwest,86152.4,Year,Y,0,13
Asia,Bachelor's,N,N,3453,Northeast,167462.48,Year,N,1,19
Asia,Bachelor's,N,N,1822,Northeast,96398.54,Year,Y,1,40
South America,Doctorate,Y,N,125,South,261.5594,Hour,Y,0,19
Asia,Bachelor's,Y,Y,1375,Northeast,56771.99,Year,Y,0,22
Asia,Bachelor's,Y,N,1200,Northeast,134019.33,Year,Y,1,16
Asia,High School,N,N,369,Midwest,107563.18,Year,Y,0,83
Asia,Bachelor's,N,Y,4570,West,94928.35,Year,Y,0,26
Asia,Master's,Y,N,641,Midwest,41305.69,Year,Y,0,39
North America,Bachelor's,Y,N,1085,Northeast,56727.4,Year,Y,1,50
Asia,High School,Y,N,17068,Northeast,78564.34,Year,Y,1,9
Asia,High School,N,N,4296,West,69869.4,Month,Y,1,55
Asia,Master's,Y,N,4586,Northeast,134824.33,Year,Y,0,11
Oceania,Bachelor's,Y,N,2425,West,121203.58,Year,Y,1,30
Asia,Master's,Y,N,4345,South,60048.45,Year,N,0,34
North America,Bachelor's,N,N,3182,Northeast,95796.28,Year,Y,1,46
Europe,Master's,N,N,112406,South,55553.85,Year,Y,0,88
South America,High School,N,Y,230,South,24519.98,Year,Y,0,101
Asia,High School,Y,N,2452,Northeast,90466.01,Year,N,1,76
South America,Master's,N,N,28007,South,56242.04,Year,Y,0,48
Asia,Master's,N,N,575,Midwest,78791.12,Year,Y,0,15
Asia,Master's,N,N,1403,West,73609.5,Year,Y,1,22
Asia,Bachelor's,Y,N,3449,South,90681.75,Year,Y,1,34
Europe,Master's,Y,N,1674,West,517.271,Hour,Y,0,25
South America,Master's,Y,N,2226,South,47667.36,Year,Y,0,18
Asia,Bachelor's,N,Y,4024,South,64451.25,Year,Y,0,162
Asia,Bachelor's,Y,N,744,West,46503.44,Year,Y,0,42
Asia,Bachelor's,N,N,2663,South,21988.7,Year,Y,0,32
Asia,Master's,Y,N,1694,Midwest,230566.11,Year,Y,0,25
Asia,Master's,Y,N,5000,South,30404.99,Year,N,0,26
Asia,Master's,Y,Y,653,Northeast,35054.7,Year,Y,0,84
Asia,Bachelor's,Y,N,3293,West,110665.94,Year,Y,0,25
Asia,Bachelor's,N,N,5590,Midwest,95131.37,Year,Y,0,28
North America,Master's,Y,N,2914,South,117402.45,Year,N,1,127
Asia,Bachelor's,Y,N,1014,West,27076.38,Year,Y,1,23
Europe,Master's,Y,N,3166,Northeast,208875.57,Year,Y,1,54
Asia,Master's,Y,N,2607,Northeast,70494.83,Year,Y,0,36
Asia,Bachelor's,Y,N,4992,Midwest,63156.03,Year,Y,0,46
Asia,High School,Y,N,1671,Midwest,131550.12,Year,Y,0,16
South America,Master's,Y,N,4390,Midwest,52032.35,Year,Y,0,26
Asia,Bachelor's,Y,N,78,South,357.0275,Hour,Y,1,60
North America,Bachelor's,Y,N,3633,South,124270.78,Year,N,1,11
Europe,Master's,N,Y,4446,Northeast,90042.96,Year,Y,0,10
Asia,High School,N,N,2038,South,15510.9,Year,Y,1,36
Europe,Master's,N,N,2758,South,35920.11,Year,Y,0,15
Europe,Doctorate,Y,N,1795,West,93910.13,Year,Y,0,22
North America,Master's,Y,N,968,West,95290.58,Year,Y,1,14
Europe,Doctorate,N,N,4763,West,18727.54,Year,Y,0,33
North America,Master's,N,N,1372,Midwest,748.0707,Hour,Y,0,12
North America,Bachelor's,Y,N,678,Midwest,61727.55,Year,N,0,86
North America,Master's,Y,N,29672,South,134281.99,Year,N,0,22
Asia,Master's,N,N,3038,Midwest,239400.63,Year,Y,0,18
Asia,Bachelor's,Y,Y,1840,South,34520.49,Year,Y,0,24
Asia,Master's,N,N,2625,Northeast,11018.75,Year,Y,0,29
Asia,Doctorate,Y,N,1983,South,56825.46,Year,Y,0,55
South America,Master's,Y,N,2340,Northeast,527.6657,Hour,Y,1,25
North America,Bachelor's,Y,N,4016,Northeast,62709.39,Year,Y,0,39
Asia,Master's,N,N,2589,Midwest,103365.61,Year,Y,0,15
North America,Bachelor's,Y,N,4659,Midwest,126721.77,Year,N,0,15
North America,High School,Y,N,1970,West,36552.61,Year,Y,0,65
Asia,Master's,Y,N,3511,South,106414.19,Year,Y,0,18
Europe,Master's,Y,N,212,West,49038.82,Year,Y,0,46
Asia,Bachelor's,N,N,568,Northeast,37301.16,Year,Y,1,18
Africa,Master's,N,Y,3764,Midwest,28669.65,Year,Y,0,25
Europe,Doctorate,N,Y,1977,Midwest,147892.16,Year,Y,0,16
Asia,Bachelor's,N,Y,420,South,90866.89,Year,Y,0,75
Asia,Master's,Y,N,3841,West,79655.33,Year,Y,1,16
Asia,Bachelor's,N,N,1226,Northeast,104148.1,Year,Y,0,44
Asia,Bachelor's,Y,N,1476,West,152999.61,Year,Y,0,20
Europe,Bachelor's,Y,N,2802,South,179740.31,Year,Y,0,22
Asia,Bachelor's,Y,N,718,Northeast,49247.1,Month,Y,0,23
Asia,Bachelor's,Y,N,4634,Midwest,128598.74,Year,Y,0,27
Asia,Bachelor's,N,N,340,West,57689.43,Year,Y,1,51
Europe,Master's,Y,N,42,Northeast,7710.84,Year,Y,0,54
Asia,Master's,Y,N,2746,Midwest,49818.71,Year,Y,0,46
Asia,Master's,N,N,550,South,13331.45,Year,Y,0,24
Asia,Master's,Y,N,4313,Midwest,65630.06,Year,Y,0,13
North America,Bachelor's,N,N,1874,Northeast,180.9354,Hour,Y,1,38
Europe,Bachelor's,Y,Y,2072,Northeast,90363.69,Year,Y,0,30
Asia,Bachelor's,Y,N,683,South,112539.54,Year,N,0,47
North America,Master's,Y,N,2952,Midwest,74093.77,Year,Y,0,11
Asia,Bachelor's,Y,N,2732,West,466.4959,Hour,Y,1,22
North America,Master's,N,N,3014,South,109954.29,Year,N,1,77
North America,Bachelor's,N,N,3436,South,110021.12,Year,Y,1,15
Asia,High School,N,N,1336,West,93153.75,Year,Y,1,19
Asia,Master's,Y,N,1895,Northeast,43159.09,Year,Y,0,20
Asia,Bachelor's,Y,N,2160,West,112116.98,Year,Y,1,24
Asia,Master's,Y,N,5334,West,91648.42,Year,Y,0,25
Asia,Bachelor's,Y,N,3504,West,79781.32,Year,Y,1,139
Europe,High School,Y,N,782,West,47583.64,Year,Y,0,23
Asia,Bachelor's,N,Y,2738,South,199.83,Hour,Y,0,39
Asia,Master's,N,N,2389,South,380.5972,Hour,Y,1,35
Europe,Bachelor's,N,N,1000,West,49434.03,Year,Y,0,25
Asia,Bachelor's,Y,N,833,South,46143.35,Year,Y,1,20
Asia,Master's,Y,N,2895,South,109.32,Hour,Y,0,74
Asia,Master's,Y,N,372,South,110095.25,Year,Y,0,51
Asia,Master's,Y,Y,954,West,56065.53,Year,Y,0,35
Asia,Bachelor's,N,N,78,West,25645.33,Year,Y,1,11
Europe,Master's,Y,Y,110,West,150159.19,Year,Y,0,19
North America,Master's,N,N,555,Midwest,75884.2,Year,Y,1,157
Europe,Bachelor's,N,N,4212,Midwest,128894.18,Year,Y,0,41
Asia,Bachelor's,Y,N,4007,Northeast,150919.58,Year,N,0,23
North America,Master's,N,N,3129,West,46305.54,Year,N,1,27
Asia,Doctorate,Y,N,80,South,72311.46,Year,N,0,92
Europe,Master's,Y,N,1170,West,65607.96,Year,Y,0,15
Asia,Master's,Y,N,981,South,72075.31,Year,Y,0,185
North America,Master's,Y,N,2796,Northeast,20553.8,Year,Y,0,53
Europe,Bachelor's,Y,N,3538,West,68102.53,Year,Y,0,163
Asia,Bachelor's,Y,N,3287,South,137545.78,Year,Y,0,43
Asia,Doctorate,Y,N,947,South,151275.66,Year,Y,0,77
Asia,Bachelor's,Y,N,2820,West,52152.22,Year,Y,1,176
Europe,Doctorate,Y,N,4329,West,28993.15,Year,Y,0,11
South America,Master's,N,N,953,Midwest,89747.93,Year,Y,0,19
Asia,Bachelor's,Y,N,155,West,151403.23,Year,Y,1,16
Europe,Bachelor's,Y,N,215,West,5561.41,Year,N,1,10
Asia,Master's,Y,N,1341,South,49402.34,Year,N,0,17
Asia,High School,Y,N,446,Northeast,96177.74,Year,Y,1,25
South America,Doctorate,Y,Y,486,South,211596.76,Year,Y,0,13
Europe,Doctorate,Y,N,95,Northeast,28312.05,Year,Y,0,18
Asia,Master's,Y,N,129,Midwest,42799.8,Year,Y,0,14
Asia,High School,Y,N,4449,Northeast,21846.43,Year,Y,1,60
Asia,Doctorate,N,Y,910,Northeast,104019.54,Year,Y,0,11
Europe,Bachelor's,Y,N,4790,Northeast,112292.14,Year,N,0,39
Asia,Master's,Y,N,900,Midwest,87725.51,Year,Y,0,65
Asia,Master's,N,N,1557,Northeast,80068.65,Year,Y,1,16
Asia,Bachelor's,Y,N,4605,Northeast,25340.81,Week,Y,0,150
Asia,Master's,Y,N,517,Northeast,122935.37,Year,N,0,18
South America,Bachelor's,N,Y,2412,West,78334.02,Year,Y,1,33
Asia,High School,Y,N,116630,South,27519.71,Year,Y,0,77
Asia,Master's,Y,N,1888,Midwest,147054.85,Year,Y,0,20
Asia,Bachelor's,Y,N,471,South,144788.08,Year,Y,0,32
Asia,Master's,Y,N,360,Midwest,152860.14,Year,Y,0,167
Europe,Bachelor's,Y,Y,2651,South,46109.36,Year,Y,0,159
Asia,Master's,Y,N,2522,South,61965.76,Year,Y,0,17
Africa,Master's,Y,N,1085,West,127740.34,Year,Y,0,25
Asia,Master's,N,N,946,Northeast,36250.42,Year,Y,0,44
Asia,Bachelor's,Y,N,370,South,83293.55,Year,Y,0,25
Europe,Doctorate,Y,Y,151,South,18672.46,Year,Y,1,155
Europe,Bachelor's,Y,N,98336,Northeast,11093.54,Year,Y,0,121
Asia,Master's,N,N,1782,South,66446.73,Year,Y,1,10
Asia,Master's,Y,Y,315,Northeast,54293.29,Year,Y,0,12
Asia,Master's,Y,N,3675,Midwest,108795.99,Year,Y,0,20
Asia,High School,N,N,4996,Northeast,33529.13,Year,Y,1,32
Africa,High School,N,Y,571,Northeast,133774.72,Year,Y,1,77
Asia,Bachelor's,Y,N,2442,South,205735.22,Year,Y,0,79
South America,Bachelor's,N,N,3965,South,123692.21,Year,Y,0,30
Asia,Bachelor's,N,Y,36722,Northeast,149.7,Hour,Y,0,23
Asia,Bachelor's,Y,Y,1952,West,111429.67,Year,Y,1,15
Asia,Master's,Y,N,12769,West,46620.2,Year,Y,0,14
Asia,Master's,Y,N,638,South,100443.11,Year,Y,0,27
Asia,Master's,N,N,1114,Northeast,15130.24,Year,Y,1,20
Asia,Bachelor's,Y,N,3120,Northeast,35964.36,Year,Y,0,145
Asia,Master's,N,N,1085,Midwest,205180.27,Year,Y,1,34
Asia,Bachelor's,Y,N,3344,Northeast,11039.64,Year,Y,0,16
Asia,Master's,Y,N,2442,South,194381.79,Year,N,0,25
North America,Master's,N,N,604,South,141.3244,Hour,Y,1,13
Asia,Master's,Y,N,2473,West,104312.06,Year,Y,0,24
Asia,Master's,Y,N,2006,South,79740.31,Year,Y,0,16
Asia,Master's,N,N,183,Northeast,66212.33,Year,N,0,39
Asia,High School,N,N,1836,Northeast,139702.02,Year,Y,0,34
Africa,Master's,Y,N,118278,West,82761.01,Year,Y,0,48
Europe,Doctorate,Y,N,288,West,33990.05,Year,Y,0,51
Asia,High School,Y,N,2317,West,102461.46,Year,Y,1,12
Asia,Master's,N,N,412,South,68791.28,Year,N,0,17
Asia,Master's,Y,Y,955,West,30330.76,Year,Y,0,15
Africa,High School,Y,N,2635,West,308.6501,Hour,Y,1,30
Asia,Bachelor's,Y,Y,2336,West,101202.11,Year,Y,0,45
Asia,Master's,N,N,3143,Midwest,272286.3,Year,Y,0,46
Europe,Bachelor's,Y,N,1766,Northeast,42536.72,Year,Y,0,216
North America,Bachelor's,Y,Y,4864,South,56297.05,Year,Y,0,172
Africa,Master's,Y,N,14436,West,87348.37,Year,Y,0,25
Europe,Master's,Y,N,6107,South,7478.77,Year,Y,0,44
Asia,Bachelor's,N,Y,367,West,37782.57,Year,Y,1,21
Asia,Bachelor's,Y,N,1389,Midwest,200108.73,Year,Y,0,147
Asia,Bachelor's,Y,N,3722,West,22396.69,Year,Y,1,16
Asia,Bachelor's,N,N,5210,West,73056.2,Year,Y,0,57
Asia,Bachelor's,Y,N,1474,Island,138983.5,Year,N,0,18
North America,Master's,Y,N,1377,South,145103.79,Year,Y,0,11
Asia,Bachelor's,N,N,2031,Northeast,46326.49,Year,Y,1,105
Europe,Master's,Y,N,578,Midwest,13655.34,Year,Y,0,24
Europe,High School,N,Y,1945,South,25676.21,Year,Y,1,13
Asia,Bachelor's,N,N,1925,West,77495.23,Year,Y,1,22
Asia,Master's,N,N,2423,Northeast,41411.19,Year,Y,0,27
Asia,Bachelor's,Y,N,4300,Northeast,120951.75,Year,Y,1,94
Asia,Master's,N,Y,1828,West,116162.85,Year,Y,0,16
Asia,High School,N,N,1888,South,28401.6,Year,Y,0,25
Europe,Master's,Y,N,18990,West,23195.31,Year,Y,0,82
Asia,Master's,Y,N,3673,South,111403.75,Year,Y,0,23
North America,Master's,Y,N,4265,South,69375.0,Year,Y,0,26
North America,Bachelor's,N,N,2193,Midwest,35695.29,Year,Y,0,15
Asia,High School,Y,Y,1921,West,87532.2,Year,Y,0,23
Asia,Bachelor's,N,N,686,Midwest,94954.61,Year,Y,1,24
Asia,Bachelor's,Y,N,1067,West,25711.95,Year,Y,1,39
Africa,Bachelor's,Y,N,5689,Northeast,124668.62,Year,Y,0,25
Asia,Bachelor's,Y,N,3941,Midwest,63380.39,Year,Y,0,14
Europe,Bachelor's,Y,N,1185,West,75160.84,Year,Y,0,29
Europe,Doctorate,Y,Y,1401,West,52031.81,Year,Y,0,15
Asia,Master's,N,N,12079,South,332.3912,Hour,Y,1,98
Asia,Bachelor's,Y,N,1453,West,165365.56,Year,Y,1,47
North America,Bachelor's,N,N,3953,South,112594.03,Year,Y,0,24
Asia,Master's,Y,N,30441,West,93918.51,Year,Y,0,26
Asia,Master's,N,N,2732,South,106394.65,Year,Y,0,14
North America,High School,Y,N,1860,South,60458.9,Year,Y,0,18
Europe,Doctorate,Y,Y,2266,South,12521.07,Year,Y,0,101
Asia,Doctorate,N,Y,897,South,17705.99,Year,Y,0,53
Asia,Master's,Y,N,913,South,20395.29,Year,Y,0,18
North America,Bachelor's,N,N,1986,West,109554.8,Year,Y,0,84
Asia,Bachelor's,N,Y,1050,South,137365.58,Year,Y,1,57
Asia,Master's,N,N,2513,Midwest,4629.64,Year,Y,0,18
Asia,Doctorate,Y,N,3726,Northeast,111179.86,Year,N,0,139
Asia,Master's,N,N,2712,Northeast,121382.77,Year,N,0,10
Asia,Master's,Y,N,3832,Midwest,99803.6,Year,Y,0,20
North America,Master's,N,N,3101,South,181137.69,Year,N,0,20
Asia,Master's,N,N,5029,West,1323.9,Year,Y,1,29
Asia,High School,N,N,6130,Midwest,87776.42,Year,Y,1,68
South America,High School,Y,N,94,West,17339.2,Year,Y,0,11
Asia,Doctorate,Y,N,506,Midwest,119511.45,Year,Y,0,42
Asia,Bachelor's,Y,N,3140,West,77985.55,Year,Y,0,23
Asia,Master's,Y,N,3885,South,78587.67,Month,Y,0,62
Asia,Master's,N,N,533,Midwest,108301.89,Year,Y,1,176
Asia,Bachelor's,N,N,2964,South,100458.31,Year,Y,1,19
Asia,Master's,N,N,1480,Midwest,120147.94,Year,N,0,106
North America,Master's,N,N,262246,West,450.9764,Hour,Y,1,25
Asia,High School,Y,N,4568,Northeast,67072.82,Year,Y,1,31
Asia,Doctorate,Y,N,3057,Northeast,54989.71,Year,Y,0,22
Europe,Bachelor's,Y,N,4601,West,3455.15,Year,Y,0,14
Asia,Master's,N,N,2162,Midwest,47925.02,Year,N,0,83
South America,Master's,N,N,1890,West,152.16,Hour,Y,1,10
Asia,Master's,Y,N,538,West,125284.22,Year,Y,0,26
South America,Master's,N,N,153,Midwest,205546.66,Year,Y,0,27
Europe,Doctorate,N,Y,4020,South,64325.43,Year,Y,0,131
North America,Bachelor's,N,Y,4275,West,3673.32,Year,Y,1,104
Asia,Bachelor's,N,Y,400,Northeast,40845.8,Year,Y,0,26
Asia,Bachelor's,N,N,4282,Northeast,99.5833,Hour,Y,1,31
Asia,Doctorate,N,N,68,Midwest,213253.79,Year,Y,1,138
Asia,Bachelor's,Y,N,3416,West,21393.35,Year,Y,1,141
Europe,Bachelor's,Y,N,707,Northeast,127437.06,Year,Y,0,78
North America,Bachelor's,N,N,1073,Northeast,157207.74,Year,N,1,74
North America,Bachelor's,N,Y,144,West,70516.48,Year,Y,1,10
Asia,Bachelor's,Y,N,1377,West,57439.52,Year,Y,0,30
Asia,Bachelor's,N,N,4112,Northeast,124201.98,Year,N,1,43
Asia,Master's,Y,N,75880,South,56569.6,Year,Y,0,39
Asia,Bachelor's,N,N,4058,Northeast,138678.47,Year,Y,0,29
South America,Master's,Y,N,2306,West,40025.55,Year,Y,1,16
Asia,Bachelor's,Y,N,3184,South,144055.13,Year,Y,0,33
Asia,Master's,Y,N,4435,Northeast,37156.05,Year,Y,0,192
Europe,Doctorate,N,Y,3722,West,76288.57,Year,Y,0,44
Asia,Bachelor's,N,N,557,West,97563.84,Year,Y,0,134
Asia,Bachelor's,N,N,1350,Midwest,138997.76,Year,Y,0,8
Asia,Bachelor's,N,N,3347,Northeast,104484.75,Year,Y,0,16
Europe,Doctorate,N,N,1919,West,28902.49,Year,Y,1,43
Europe,Master's,N,N,1859,West,945.5997,Hour,Y,0,97
Asia,Doctorate,Y,N,3051,South,942.5964,Hour,Y,1,48
Asia,High School,Y,N,1185,Northeast,63443.6,Year,Y,0,120
Asia,Bachelor's,Y,N,777,South,8290.07,Year,Y,0,69
Asia,High School,Y,N,4771,South,43581.41,Year,Y,0,19
Asia,Master's,Y,N,1148,Midwest,98408.54,Year,Y,0,19
Europe,Bachelor's,Y,N,1467,South,71303.86,Year,Y,0,94
Asia,Master's,Y,N,522,Northeast,48782.46,Year,Y,0,19
Asia,Bachelor's,Y,N,1153,West,103164.26,Year,Y,0,28
Asia,Master's,Y,N,1406,South,19713.59,Year,Y,0,23
Asia,Bachelor's,N,N,757,Midwest,175734.63,Year,Y,0,22
Asia,Master's,Y,N,3815,Northeast,14742.8,Year,Y,0,36
North America,Master's,N,N,2018,Midwest,209700.47,Year,Y,0,15
Asia,Master's,Y,N,360,Midwest,70602.44,Year,Y,0,26
Asia,High School,Y,N,4261,Northeast,55109.57,Year,Y,0,15
Asia,Master's,Y,N,3049,Northeast,116260.48,Year,N,1,16
Asia,Doctorate,Y,N,546,Northeast,38383.38,Year,Y,0,16
Asia,Bachelor's,Y,N,142,Northeast,127765.0,Year,N,1,34
Asia,Bachelor's,Y,N,3791,South,19411.33,Year,Y,1,38
Asia,High School,Y,N,2311,Northeast,72749.0,Year,Y,1,43
Europe,Master's,Y,N,3772,West,20016.38,Year,Y,0,28
Asia,Master's,Y,N,15150,Northeast,76387.04,Year,Y,0,23
Asia,High School,N,N,652,Northeast,24968.7,Year,N,1,110
Asia,High School,Y,N,926,West,72128.36,Year,Y,1,31
Asia,Bachelor's,Y,Y,1431,Northeast,18821.99,Year,Y,1,26
Asia,Master's,N,N,1778,South,721.5271,Hour,Y,1,53
North America,High School,N,N,634,West,91401.21,Year,Y,0,13
Oceania,High School,Y,N,15586,Northeast,108648.26,Year,Y,0,156
Asia,Master's,Y,N,595,Northeast,47283.21,Year,N,0,29
Asia,Bachelor's,N,N,1056,South,123908.67,Year,N,1,11
Asia,High School,Y,N,2480,Northeast,105335.76,Week,Y,0,23
Asia,High School,Y,N,1561,West,43552.39,Year,N,1,60
Europe,Bachelor's,Y,N,4980,West,40044.22,Year,Y,0,24
Asia,Master's,N,N,7668,South,95333.45,Year,Y,0,18
Asia,Master's,Y,N,2804,South,84304.97,Year,Y,0,25
Oceania,Bachelor's,N,Y,3974,South,104042.52,Year,Y,0,19
North America,Master's,N,N,2337,Midwest,96611.15,Year,N,0,24
Europe,Doctorate,N,Y,318,South,70073.28,Year,Y,0,64
Europe,Doctorate,N,N,186,West,16551.46,Year,Y,0,32
Asia,Master's,Y,N,2517,Northeast,46710.02,Year,N,1,53
South America,Bachelor's,Y,Y,2258,Midwest,102995.05,Year,Y,0,24
Asia,Bachelor's,N,N,2771,Northeast,124745.51,Year,Y,1,34
South America,Doctorate,N,Y,351,West,102574.01,Year,Y,1,39
South America,Bachelor's,Y,N,4877,South,69479.59,Year,Y,0,105
Asia,Bachelor's,N,N,845,South,62528.22,Year,Y,0,77
Asia,High School,N,N,3272,Northeast,177954.61,Year,Y,1,26
Asia,Master's,Y,Y,4033,West,131559.15,Year,Y,1,16
Africa,Master's,Y,N,2960,South,44670.83,Year,Y,0,25
Asia,High School,Y,N,399,Midwest,51978.65,Year,Y,1,55
Asia,Master's,Y,N,4458,Northeast,98214.71,Year,Y,0,22
North America,Bachelor's,N,N,2927,Midwest,146041.07,Year,Y,0,55
Asia,Master's,N,N,167,Northeast,55.6048,Hour,Y,1,37
Asia,Master's,Y,N,1517,South,75088.13,Year,Y,0,70
Europe,Bachelor's,Y,N,2832,South,108.8813,Hour,Y,1,45
Asia,Master's,N,N,2296,Midwest,43775.31,Year,Y,0,23
South America,Bachelor's,N,N,4943,South,705.3218,Hour,Y,1,47
North America,Bachelor's,N,N,457,West,580.1652,Hour,Y,1,11
Asia,Master's,Y,N,2399,Northeast,58830.56,Year,Y,0,34
Europe,Bachelor's,Y,N,988,South,24031.35,Year,Y,0,21
Europe,High School,Y,N,1315,South,45619.4,Year,Y,1,23
Asia,Master's,N,N,1325,Northeast,335.5486,Hour,Y,0,52
South America,Bachelor's,Y,N,4469,West,73543.08,Year,Y,1,47
Asia,High School,Y,N,1135,Northeast,207.1837,Hour,Y,1,15
Asia,Master's,N,N,2200,Midwest,78406.41,Year,Y,0,41
Asia,Bachelor's,Y,N,1306,Midwest,73562.26,Year,N,0,41
Asia,Master's,Y,N,1107,South,39798.65,Year,Y,0,143
Asia,Master's,Y,N,1047,West,100988.51,Year,N,0,23
Asia,Bachelor's,N,N,2334,Midwest,22297.15,Year,Y,1,26
Asia,Master's,N,N,2457,West,79984.1,Year,N,0,12
Europe,Bachelor's,N,Y,2147,West,131410.43,Year,Y,1,18
Europe,High School,Y,N,3849,Island,35436.6,Year,Y,1,25
Asia,Bachelor's,N,N,1391,West,78762.0,Year,Y,1,16
Asia,Bachelor's,N,N,830,South,42537.9,Year,Y,0,27
Asia,High School,Y,N,6797,West,132497.19,Week,Y,0,84
Asia,Bachelor's,N,N,563,Northeast,118230.71,Year,Y,1,45
Asia,Master's,Y,N,1663,South,14619.13,Year,Y,0,24
Asia,Bachelor's,Y,N,102284,West,204.8606,Hour,Y,1,15
South America,Doctorate,Y,Y,545,Northeast,19696.96,Year,Y,0,30
Asia,Master's,Y,N,229,South,4077.71,Year,Y,0,14
Asia,Bachelor's,N,N,1267,Northeast,122.57,Hour,Y,1,37
Asia,Bachelor's,N,Y,1546,South,162990.52,Year,Y,0,173
Asia,Master's,N,N,4673,West,72674.6,Year,N,1,18
Europe,High School,Y,N,5022,South,15710.53,Year,Y,1,28
Asia,Master's,Y,N,1448,South,111972.13,Year,Y,0,52
Asia,Master's,N,N,226,South,57981.55,Year,Y,0,20
Asia,High School,Y,N,2932,Northeast,91941.08,Year,N,1,19
Europe,High School,Y,N,2353,Northeast,31849.93,Year,Y,0,83
Asia,Master's,N,Y,3802,South,52382.53,Year,Y,0,17
Asia,Bachelor's,Y,N,878,Midwest,100782.47,Year,Y,0,18
Europe,Master's,N,N,4647,Northeast,34639.65,Year,Y,0,124
Asia,Master's,Y,N,216,Midwest,51933.79,Year,Y,0,12
Asia,High School,N,N,1045,Midwest,75386.54,Year,Y,0,69
Europe,Bachelor's,Y,N,2586,Northeast,9801.82,Year,Y,0,24
Asia,Bachelor's,N,N,421,Midwest,88809.74,Year,Y,0,18
Europe,Doctorate,Y,Y,1988,South,40404.38,Year,Y,0,23
Asia,Bachelor's,N,N,2062,Northeast,192174.11,Year,Y,0,16
Asia,Master's,Y,N,2439,Northeast,38618.06,Year,Y,0,138
Asia,Bachelor's,Y,N,216,Northeast,47986.5,Year,Y,0,21
Europe,High School,Y,N,1534,South,58941.04,Year,Y,1,25
Asia,Bachelor's,Y,N,2232,West,46875.14,Year,Y,0,25
Asia,Bachelor's,Y,N,674,South,94358.01,Year,Y,1,36
Europe,Master's,Y,Y,799,Northeast,58608.4,Year,Y,0,20
Europe,Doctorate,N,N,87957,West,7953.8,Year,Y,0,34
South America,Master's,Y,N,636,South,1857.39,Year,Y,0,46
Europe,Doctorate,N,N,15602,Northeast,3153.74,Year,Y,0,22
Asia,Master's,Y,Y,3649,Northeast,133248.49,Year,Y,1,16
Europe,Master's,N,N,4636,West,72008.95,Year,Y,0,48
Asia,Master's,Y,N,4061,Northeast,59194.87,Year,Y,0,29
Asia,Doctorate,N,Y,4602,West,91223.72,Year,Y,1,75
Asia,Bachelor's,N,N,1871,West,108565.0,Year,Y,1,58
Asia,Master's,Y,N,3214,Northeast,45880.68,Year,Y,0,185
Asia,Master's,Y,N,763,South,37938.34,Year,Y,0,25
Asia,Master's,N,N,206,South,124628.13,Year,N,0,138
Asia,Bachelor's,N,Y,4566,South,133743.63,Year,Y,0,60
Asia,Master's,Y,N,413,South,50110.13,Year,Y,0,14
Asia,Master's,Y,N,1866,South,85143.75,Year,Y,0,55
Asia,Master's,Y,N,744,South,26735.44,Year,Y,0,9
Asia,Master's,Y,N,341,South,100536.97,Year,Y,0,16
Asia,Master's,Y,N,4640,West,33139.46,Year,Y,1,62
North America,Bachelor's,Y,N,2850,South,101086.77,Year,Y,0,32
Europe,Bachelor's,Y,N,5011,West,100466.23,Year,Y,1,13
Asia,Bachelor's,N,Y,1939,South,194545.72,Year,Y,1,43
Europe,High School,Y,N,3431,West,6445.52,Year,Y,1,12
Asia,High School,N,N,4136,Northeast,81982.61,Year,Y,1,33
